"","GEOID","county_ID","coastal","total_population","hhs_total","median_hh_income","pct_hisp","pct_less_HS","pct_health_coverage","pct_unemployed"
"1","48001950100","48001",0,5268,1833,69663,9.263,8.742,66.274,6.942
"2","48001950401","48001",0,4763,20,105000,38.547,31.605,100,0
"3","48001950402","48001",0,6540,0,NA,30.673,29.86,100,NA
"4","48001950500","48001",0,4323,1425,47454,32.061,11.473,75.141,2.855
"5","48001950600","48001",0,5448,1988,42949,26.046,13.109,54.706,2.352
"6","48001950700","48001",0,2655,773,36268,21.168,14.713,61.182,3.356
"7","48001950800","48001",0,6394,2844,44464,15.233,8.263,68.981,5.445
"8","48001950901","48001",0,5140,1590,51165,10.214,14.975,47.731,4.821
"9","48001950902","48001",0,4667,1936,67875,7.714,11.14,84.136,1.867
"10","48001951001","48001",0,4527,1423,61090,6.362,5.402,61.05,3.214
"11","48001951002","48001",0,3363,1145,76397,7.612,10.515,80.826,3.379
"12","48001951100","48001",0,4989,1922,72483,10.904,5.699,67.429,3.47
"13","48003950100","48003",0,2450,720,99345,51.429,17.849,58.943,3.393
"14","48003950200","48003",0,7507,2811,87760,49.101,15.246,65.762,2.738
"15","48003950300","48003",0,4777,1845,78713,61.398,36.991,42.549,2.013
"16","48003950400","48003",0,3628,1227,79063,76.047,39.152,62.042,3.276
"17","48005000102","48005",0,5271,1980,62000,9.486,10.556,57.379,4.971
"18","48005000103","48005",0,3292,1030,39750,22.114,28.114,82.54,1.959
"19","48005000104","48005",0,2878,1107,79954,4.517,9.706,62.763,0.4
"20","48005000201","48005",0,2515,1107,44656,14.95,17.309,48.889,6.381
"21","48005000202","48005",0,3368,1057,46202,30.849,21.055,69.609,12.682
"22","48005000301","48005",0,5130,2016,68370,8.441,8.743,70.844,8.953
"23","48005000302","48005",0,5803,2134,71833,16.819,7.187,68.469,6.033
"24","48005000400","48005",0,5016,1956,55608,29.625,25.213,64.834,2.871
"25","48005000500","48005",0,3815,1407,27438,20.472,21.728,58.905,4.762
"26","48005000600","48005",0,6395,1609,59266,61.016,30.893,45.71,5.759
"27","48005000700","48005",0,3471,1135,40590,44.829,28.249,53.685,10.164
"28","48005000800","48005",0,5861,2111,73285,27.026,12.402,74.129,6.711
"29","48005000902","48005",0,3734,1854,51514,13.123,3.315,71.71,11.281
"30","48005000903","48005",0,3023,1282,66389,20.212,7.869,59.214,4.844
"31","48005000904","48005",0,3000,1138,60874,35.133,4.729,45.152,9.743
"32","48005001001","48005",0,5104,1352,49022,32.053,22.796,63.151,7.417
"33","48005001002","48005",0,4157,1493,67675,37.383,17.861,63.857,3.073
"34","48005001101","48005",0,3835,1327,59345,18.305,15.387,44.672,0
"35","48005001102","48005",0,2817,1211,53614,8.023,11.643,84.688,2.354
"36","48005001200","48005",0,2613,1065,40139,0.498,17.872,53.786,7.023
"37","48005001300","48005",0,5510,2212,50000,2.105,9.311,64.562,5.993
"38","48007950101","48007",1,1850,826,62455,3.081,7.084,61.991,3.881
"39","48007950102","48007",1,2963,1642,58606,10.462,7.868,86.396,2.775
"40","48007950103","48007",1,1245,637,59116,1.687,2.855,78.147,0
"41","48007950200","48007",1,1155,701,54554,24.935,1.115,99.561,0
"42","48007950301","48007",1,3323,1531,40274,51.49,16.433,59.746,7.675
"43","48007950302","48007",1,3285,1311,83821,21.461,6.805,96.445,5.288
"44","48007950400","48007",1,3181,1721,40660,39.547,18.189,71.135,8.345
"45","48007950501","48007",1,2244,984,51168,27.317,18.855,57.797,4.413
"46","48007950502","48007",1,2400,1058,59826,39.958,10.718,86.22,3.173
"47","48007950503","48007",1,2402,1001,92969,42.839,13.431,46.924,0
"48","48007990000","48007",1,0,0,NA,NA,NA,NA,NA
"49","48009020100","48009",0,2911,1096,94000,5.084,3.609,75.553,4.449
"50","48009020200","48009",0,2427,1023,60462,6.016,9.101,42.401,4.987
"51","48009020300","48009",0,3311,1248,60000,13.621,13.663,72.681,0.196
"52","48011950100","48011",0,1912,725,70417,9.414,7.213,79.091,0.242
"53","48013960101","48013",0,3519,998,59500,59.278,22.646,74.026,16.365
"54","48013960102","48013",0,3919,1387,70028,77.29,24.812,49.234,8.473
"55","48013960203","48013",0,2809,792,50943,78.07,14.878,71.862,12.521
"56","48013960204","48013",0,3093,987,102029,52.053,5.028,86.557,5.658
"57","48013960205","48013",0,6041,1691,72019,82.37,24.25,59.594,2.975
"58","48013960206","48013",0,7141,2000,66403,83.392,17.477,49.01,4.146
"59","48013960300","48013",0,3177,1035,59554,83.286,14.476,45.664,3.351
"60","48013960401","48013",0,2538,697,58438,75.808,32.484,42.196,8.128
"61","48013960403","48013",0,3891,1500,60094,59.393,21.316,46.231,3.698
"62","48013960404","48013",0,4465,1436,91413,34.446,9.464,79.099,9.143
"63","48013960500","48013",0,2763,943,50938,71.625,33.21,53.473,5.56
"64","48013960601","48013",0,1866,863,73024,37.621,26.004,50.186,1.953
"65","48013960602","48013",0,4181,1591,75521,35.566,15.04,79.47,6.156
"66","48015760100","48015",0,2276,963,39477,30.58,19.782,69.476,12.9
"67","48015760201","48015",0,2323,980,52424,31.64,12.789,56.56,6.482
"68","48015760202","48015",0,4006,1671,81250,32.027,10.946,82.559,3.979
"69","48015760301","48015",0,2668,1130,86389,31.184,7.527,59.972,0.578
"70","48015760302","48015",0,5729,2105,75573,46.151,19.341,60.047,3.912
"71","48015760400","48015",0,3437,1369,91620,12.656,10.123,83.324,3.233
"72","48015760501","48015",0,4189,1656,84936,14.037,7.285,86.159,4.631
"73","48015760502","48015",0,5778,2039,72176,23.52,10.69,68.84,0
"74","48017950101","48017",0,4452,1232,78547,67.296,28.886,72.293,3.67
"75","48017950102","48017",0,2450,701,65928,69.061,22.246,17.023,0
"76","48019000101","48019",0,4796,1987,68750,24.729,9.345,65.074,6.992
"77","48019000103","48019",0,3516,1509,54539,23.578,9.353,77.64,9.299
"78","48019000104","48019",0,1263,496,96023,7.838,1.638,95.412,15.55
"79","48019000200","48019",0,2771,1115,68053,15.843,9.841,64.425,3.253
"80","48019000301","48019",0,3021,1156,72012,27.574,8.407,61.426,1.743
"81","48019000302","48019",0,3435,1272,72400,17.351,4.943,83.408,2.058
"82","48019000400","48019",0,2380,997,80265,15.126,9.253,58.444,12.698
"83","48021950101","48021",0,6444,2044,97707,35.335,24.105,68.041,0.534
"84","48021950102","48021",0,4630,1747,90570,32.57,9.577,73.976,5.487
"85","48021950201","48021",0,3274,1210,63393,55.62,17.669,75.139,11.257
"86","48021950202","48021",0,5952,1936,87979,47.11,22.261,54.759,2.893
"87","48021950301","48021",0,5519,1921,109141,29.299,13.831,68.786,8.099
"88","48021950302","48021",0,5024,2000,74592,45.422,18.071,70.915,0
"89","48021950303","48021",0,8216,2434,82352,42.369,22.15,63.491,4.594
"90","48021950401","48021",0,5612,2338,74202,24.483,7.68,84.296,6.083
"91","48021950402","48021",0,2699,997,120542,29.641,3.641,85.373,3.359
"92","48021950403","48021",0,4288,1451,88795,36.451,19.956,97.163,1.748
"93","48021950503","48021",0,3929,1601,72681,19.394,2.386,96.43,4.628
"94","48021950504","48021",0,3462,1320,92875,16.089,4.715,80.201,0.873
"95","48021950505","48021",0,4959,1518,61691,57.512,12.721,38.519,1.592
"96","48021950506","48021",0,5415,1127,65956,57.618,18.792,26.925,0.793
"97","48021950601","48021",0,3770,1494,81512,21.538,8.919,65.799,4.652
"98","48021950602","48021",0,2176,860,72703,19.21,11.194,75.405,2.05
"99","48021950700","48021",0,4402,1826,56190,14.607,12.523,68.747,4.655
"100","48021950803","48021",0,2572,710,86667,94.207,40.476,53.889,18.348
"101","48021950804","48021",0,6006,1682,70104,49.817,18.773,64.112,2.65
"102","48021950805","48021",0,6588,1810,80833,82.832,40.816,48.082,6.637
"103","48021950806","48021",0,3498,1233,60206,28.788,15.45,95.732,4.048
"104","48023950301","48023",0,1277,542,34375,8.379,17.682,60.847,0
"105","48023950302","48023",0,2198,935,54014,12.875,10.607,86.585,2.058
"106","48025950100","48025",0,1727,580,62917,51.998,13.098,69.533,4.72
"107","48025950201","48025",0,8032,346,86765,47.473,32.809,94.622,1.075
"108","48025950203","48025",0,1778,709,53446,42.07,8.881,54.013,4.92
"109","48025950204","48025",0,3199,1104,70056,54.517,15.679,62.46,5.664
"110","48025950300","48025",0,5405,1958,62083,68.141,9.65,78.368,14.675
"111","48025950400","48025",0,1970,689,41563,76.447,19.118,71.62,2.706
"112","48025950501","48025",0,3352,1091,49427,60.233,16.084,58.32,2.006
"113","48025950502","48025",0,3160,1226,28229,86.582,14.671,54.991,4.115
"114","48025950600","48025",0,2354,860,46324,58.581,12.324,61.194,2.421
"115","48027020101","48027",0,3341,1308,62984,22.957,6.844,75.078,3.112
"116","48027020102","48027",0,3496,1192,88145,11.642,7.877,85.381,2.953
"117","48027020201","48027",0,8328,2810,106957,14.878,4.675,81.085,4.161
"118","48027020203","48027",0,4118,1601,79842,21.224,6.761,79.766,4.935
"119","48027020204","48027",0,3681,1174,56415,18.989,7.329,47.517,9.787
"120","48027020301","48027",0,9802,3216,97401,21.985,6.153,83.974,6.053
"121","48027020302","48027",0,4922,1636,72351,26.575,8.712,74.666,5.814
"122","48027020401","48027",0,3822,1483,48330,18.786,16.414,64.566,7.803
"123","48027020402","48027",0,3181,999,49044,59.352,20.8,57.075,5.015
"124","48027020500","48027",0,3704,1449,60551,39.093,12.994,75.684,6.438
"125","48027020600","48027",0,2885,1041,73750,27.314,7.762,69.213,6.523
"126","48027020701","48027",0,1308,762,19252,35.321,27.688,69.898,10.552
"127","48027020702","48027",0,1644,615,32188,52.19,26.412,51.906,9.966
"128","48027020800","48027",0,3018,1168,24600,48.94,28.423,31.7,8.28
"129","48027020900","48027",0,3275,1092,33621,53.16,26.676,42.273,6.625
"130","48027021000","48027",0,3769,1769,36892,29.557,15.515,59.281,8.058
"131","48027021101","48027",0,3032,1514,58500,22.296,6.181,72.374,9.515
"132","48027021102","48027",0,3054,1054,39432,36.673,20.849,62.878,7.336
"133","48027021201","48027",0,3770,1545,57876,33.501,10.191,85.396,3.022
"134","48027021202","48027",0,3757,1574,54442,29.678,9.308,77.794,6.484
"135","48027021203","48027",0,5045,2076,46966,33.32,13.962,51.698,5.104
"136","48027021301","48027",0,6172,2223,63125,30.881,5.304,87.644,9.958
"137","48027021302","48027",0,2615,1106,74667,8.566,3.742,88.889,6.599
"138","48027021304","48027",0,5349,2139,60632,18.957,7.821,71.687,11.486
"139","48027021305","48027",0,6238,2222,102724,15.149,8.571,77.285,3.936
"140","48027021400","48027",0,4988,1659,83884,22.534,12.033,76.074,3.682
"141","48027021501","48027",0,3808,1235,42917,32.537,19.138,57.457,5.372
"142","48027021502","48027",0,4306,1444,93549,31.932,8.6,73.06,9.481
"143","48027021601","48027",0,6112,2116,42033,42.212,23.003,37.273,2.749
"144","48027021602","48027",0,3058,547,31205,27.371,17.681,65.564,5.064
"145","48027021701","48027",0,6485,2089,92350,20.37,5.895,70.996,2.216
"146","48027021702","48027",0,4057,1755,61475,10.007,4.878,55.49,5.278
"147","48027021801","48027",0,5667,2067,57131,20.752,13.654,63.009,1.947
"148","48027021802","48027",0,5604,1819,111297,29.693,11.241,58.875,1.211
"149","48027021901","48027",0,3727,1578,47051,36.705,23.553,27.003,5.048
"150","48027021905","48027",0,3803,1305,89838,25.217,5.562,87.678,8.984
"151","48027021906","48027",0,4926,1407,105982,17.661,3.523,97.25,5.087
"152","48027021907","48027",0,6710,2137,67292,21.923,5.978,63.29,2.341
"153","48027021908","48027",0,6648,2498,91711,13.809,4.794,87.674,3.473
"154","48027022001","48027",0,4640,1918,38046,29.375,18.455,69.961,3.855
"155","48027022002","48027",0,5297,1836,85000,30.413,4.085,43.934,7.312
"156","48027022101","48027",0,4006,1805,47756,16.35,9.61,59.309,1.438
"157","48027022103","48027",0,5953,1862,64239,30.455,8.494,68.338,17.139
"158","48027022104","48027",0,4282,1870,44247,19.08,5.627,63.993,9.724
"159","48027022105","48027",0,2195,818,49250,28.292,8.38,77.894,8.04
"160","48027022200","48027",0,4603,2289,52186,35.868,9.555,67.559,4.781
"161","48027022300","48027",0,4042,1600,35990,16.873,11.047,61.866,11.642
"162","48027022401","48027",0,6151,2231,49013,37.848,17.234,58.299,6.467
"163","48027022402","48027",0,7868,2404,108966,23.805,5.053,90.756,5.259
"164","48027022403","48027",0,4557,1619,69658,32.083,3.929,86.212,8.389
"165","48027022405","48027",0,2477,1287,52395,20.751,5.652,76.285,9.237
"166","48027022406","48027",0,4414,1739,79701,26.892,3.618,77.035,1.512
"167","48027022407","48027",0,3537,1209,78201,33.107,7.354,93.284,4.924
"168","48027022501","48027",0,3401,1379,43427,35.578,7.028,60.177,12.919
"169","48027022503","48027",0,4408,2111,58809,20.372,4.603,72.129,4.976
"170","48027022504","48027",0,7909,2542,87851,12.631,5.146,74.584,13.068
"171","48027022600","48027",0,4261,2056,34974,44.872,25.084,20.743,8.7
"172","48027022801","48027",0,2413,1142,30994,32.781,23.157,59.357,17.508
"173","48027022900","48027",0,3981,1826,32698,29.339,17.761,49.706,15.34
"174","48027023001","48027",0,6002,1947,70197,32.073,6.511,92.201,13.292
"175","48027023002","48027",0,3670,1464,59113,30.599,5.594,52.465,3.848
"176","48027023103","48027",0,4744,1893,41273,26.075,12.197,76.938,21.527
"177","48027023104","48027",0,2843,1413,42323,26.345,7.621,69.361,12.771
"178","48027023109","48027",0,3440,1243,61984,20.698,6.968,72.348,6.474
"179","48027023110","48027",0,3791,1582,31910,33.289,4.883,32.689,20.853
"180","48027023111","48027",0,5368,1721,67159,22.411,2.691,82.023,6.455
"181","48027023112","48027",0,4442,1598,53829,34.129,7.534,75.451,14.605
"182","48027023113","48027",0,4679,1986,46392,35.606,5.612,59.083,0
"183","48027023114","48027",0,4547,1521,50712,28.48,7.178,75.307,9.647
"184","48027023115","48027",0,5899,1560,98455,18.223,3.761,64.44,9.5
"185","48027023116","48027",0,6356,2002,80225,19.163,3.341,80.734,7.528
"186","48027023117","48027",0,5097,1908,63438,22.896,2.822,79.368,7.181
"187","48027023118","48027",0,7050,2204,77991,29.376,3.31,82.814,8.383
"188","48027023201","48027",0,1260,446,65625,19.841,4.453,94.737,9.732
"189","48027023202","48027",0,4605,713,53814,19.913,0.673,90,3.876
"190","48027023203","48027",0,1856,607,56385,40.948,1.136,93.414,10.353
"191","48027023204","48027",0,4032,245,56563,21.677,5.882,70.69,0.737
"192","48027023301","48027",0,5493,2021,89351,14.564,4.612,83.887,4.464
"193","48027023302","48027",0,3942,1334,94219,36.91,3.588,89.13,4.929
"194","48027023402","48027",0,5726,1922,80000,26.336,9.376,82.824,1.622
"195","48027023404","48027",0,4986,1845,87292,17.369,9.946,67.49,5.896
"196","48027023405","48027",0,3368,1135,101050,16.657,2.4,95.478,2.78
"197","48027023406","48027",0,3871,1468,94167,20.021,0.967,82.188,1.382
"198","48027023500","48027",0,1973,750,21216,33.35,32.605,58.308,19.101
"199","48027980001","48027",0,161,0,NA,29.814,0,NA,0
"200","48027980002","48027",0,0,0,NA,NA,NA,NA,NA
"201","48027980003","48027",0,0,0,NA,NA,NA,NA,NA
"202","48029110100","48029",0,3458,2258,40069,63.245,12.026,77.75,3.574
"203","48029110300","48029",0,2788,1290,51757,77.834,13.065,62.677,3.918
"204","48029110500","48029",0,2259,985,16607,83.621,29.837,71.403,17.268
"205","48029110600","48029",0,6065,1447,20599,63.957,41.37,46.792,16.467
"206","48029110700","48029",0,876,467,18993,78.995,32.871,52.982,3.865
"207","48029111000","48029",0,2461,1238,52586,61.642,18.966,75.095,8.481
"208","48029111100","48029",0,3926,2301,67525,54.075,8.589,75.828,7.556
"209","48029120100","48029",0,5534,967,85903,18.413,1.127,98.356,0.927
"210","48029120301","48029",0,3415,1466,114545,29.634,0.328,96.966,1.593
"211","48029120302","48029",0,4002,1571,230521,18.316,2.36,100,0.598
"212","48029120401","48029",0,2695,1151,74293,28.646,6.978,57.52,7.319
"213","48029120402","48029",0,3070,955,250001,15.472,1.763,93.315,0
"214","48029120502","48029",0,5244,1838,44773,67.334,27.724,49.045,9.568
"215","48029120503","48029",0,3890,1692,48051,47.789,11.107,50.289,3.859
"216","48029120504","48029",0,6294,2587,55361,61.964,23.914,42.729,1.27
"217","48029120601","48029",0,2554,1372,58000,55.286,9.744,46.362,4.788
"218","48029120602","48029",0,3659,1922,84659,15.988,1.716,85.41,2.382
"219","48029120701","48029",0,5790,2656,62500,54.525,9.304,67.663,3.787
"220","48029120702","48029",0,4959,2545,81110,35.854,0.984,91.687,2.588
"221","48029120800","48029",0,6677,2622,126293,18.152,1.092,96.205,1.857
"222","48029120901","48029",0,2380,1008,50469,56.134,16.049,48.265,5.823
"223","48029120902","48029",0,6454,3333,52291,36.009,7.366,65.128,9.091
"224","48029121000","48029",0,6541,2527,56940,48.83,9.162,65.175,5.233
"225","48029121110","48029",0,4747,1953,74583,49.884,8.842,61.424,3.278
"226","48029121111","48029",0,6993,2653,78538,59.131,11.675,76.552,6.575
"227","48029121112","48029",0,4093,1870,52110,56.242,16.37,69.4,2.928
"228","48029121115","48029",0,5053,2143,92309,41.579,7.019,65.439,1.696
"229","48029121116","48029",0,4902,2130,68715,41.616,2.869,65.844,7.75
"230","48029121117","48029",0,4850,1968,76791,38.289,3.932,86.971,3.406
"231","48029121118","48029",0,5582,2442,72976,41.455,3.209,90.045,2.718
"232","48029121119","48029",0,5326,2184,77814,44.311,3.262,79.139,5.741
"233","48029121120","48029",0,4695,1694,74695,57.742,4.305,84.744,7.08
"234","48029121121","48029",0,3155,1040,126406,25.99,11.65,83.623,1.573
"235","48029121122","48029",0,5144,1773,106985,41.563,4.043,88.444,5.182
"236","48029121123","48029",0,5204,2276,60735,52.94,5.624,74.558,5.474
"237","48029121124","48029",0,2238,1036,116563,21.358,4.119,93.338,3.81
"238","48029121203","48029",0,4202,1786,44754,64.017,16.477,52.958,9.339
"239","48029121204","48029",0,7281,4047,46809,44.197,9.067,42.958,1.905
"240","48029121205","48029",0,4182,1655,52820,63.725,10.268,54.718,2.4
"241","48029121206","48029",0,7383,2539,69911,57.443,12.495,58.845,1.97
"242","48029121300","48029",0,6458,2355,82545,37.55,7.435,74.518,6.671
"243","48029121402","48029",0,9340,2679,74275,54.636,22.911,63.43,4.962
"244","48029121403","48029",0,5476,2018,52190,49.288,10.034,73.538,6.708
"245","48029121404","48029",0,5075,1940,32685,50.936,25.88,49.497,2.588
"246","48029121501","48029",0,8989,3492,86250,42.441,5.265,77.914,3.077
"247","48029121504","48029",0,7975,2880,70091,46.596,13.009,80.281,5.21
"248","48029121505","48029",0,5315,1799,70821,46.322,10.475,86.751,2.715
"249","48029121506","48029",0,5094,1741,63381,48.115,13.052,54.886,10.946
"250","48029121507","48029",0,5321,1737,73906,53.204,11.551,75.976,1.834
"251","48029121508","48029",0,4739,1367,58523,69.276,18.766,41.048,3.315
"252","48029121601","48029",0,4570,1986,53000,46.565,8.205,63.158,9.397
"253","48029121604","48029",0,9364,3586,89122,41.382,3.168,86.568,2.681
"254","48029121605","48029",0,2094,889,74330,39.494,10.322,73.775,2.26
"255","48029121606","48029",0,4094,2067,58521,41.744,3.44,79.5,8.793
"256","48029121701","48029",0,4939,1782,73913,50.456,5.972,79.07,5.208
"257","48029121702","48029",0,7175,2594,75625,30.105,3.937,83.16,2.174
"258","48029121802","48029",0,10163,3156,76536,48.873,10.385,66.703,5.141
"259","48029121803","48029",0,4680,1682,80098,51.325,8.864,64.168,4.793
"260","48029121804","48029",0,6441,2556,59379,54.743,5.858,65.38,5.186
"261","48029121808","48029",0,2600,1062,81579,34.692,5.04,85.992,2.788
"262","48029121809","48029",0,4877,1755,78630,51.917,9.77,72.636,4.913
"263","48029121810","48029",0,4501,1423,99383,49.211,3.342,87.768,3.134
"264","48029121811","48029",0,5817,2336,82529,43.854,6.527,83.316,7.666
"265","48029121812","48029",0,5805,2152,91250,38.208,6.574,89.8,14.758
"266","48029121813","48029",0,1541,583,89821,44.322,5.288,79.431,8.444
"267","48029121903","48029",0,5546,2501,114515,25.947,0.236,94.076,5.246
"268","48029121904","48029",0,3218,1080,107340,34.96,2.827,86.409,3.963
"269","48029121905","48029",0,6555,2677,107574,36.812,2.751,79.665,2.4
"270","48029121906","48029",0,7021,2890,86553,40.621,9.635,78.11,3.775
"271","48029121908","48029",0,3484,1168,135568,35.276,3.876,70.279,3.249
"272","48029121909","48029",0,8945,3395,94359,36.221,6.393,90.648,4.619
"273","48029121910","48029",0,8088,2876,98585,34.545,2.198,61.904,3.861
"274","48029121911","48029",0,8690,2766,132644,41.715,1.345,84.879,1.448
"275","48029121912","48029",0,11393,4050,116620,39.463,5.7,88.285,8.465
"276","48029130200","48029",0,1630,503,40402,88.098,40.704,35.622,5.08
"277","48029130300","48029",0,2646,943,33079,82.275,39.637,44.208,4.794
"278","48029130401","48029",0,3650,1276,46143,86.329,35.911,50.661,13.994
"279","48029130402","48029",0,3837,1213,21946,77.248,25.568,65.914,16.297
"280","48029130500","48029",0,3717,1494,29194,78.343,26.104,51.367,9.593
"281","48029130600","48029",0,3645,1659,33968,66.2,25.256,53.217,15.883
"282","48029130700","48029",0,2515,1158,21422,63.698,23.347,47.766,6.818
"283","48029130800","48029",0,5226,1711,27276,44.489,23.423,60.453,13.418
"284","48029130900","48029",0,5759,1755,47099,57.84,20.254,58.114,5.677
"285","48029131000","48029",0,5578,2005,41140,49.032,30.466,72.792,11.032
"286","48029131100","48029",0,2708,948,34949,61.521,22.73,63.323,6.771
"287","48029131200","48029",0,2763,1131,38984,64.387,27.943,48.464,7.399
"288","48029131300","48029",0,5373,2132,45647,65.364,9.535,68.137,4.61
"289","48029131401","48029",0,12023,3641,80787,65.807,13.489,70.049,6.8
"290","48029131402","48029",0,2914,969,61211,62.491,12.859,64.831,4.26
"291","48029131503","48029",0,3407,1285,49867,51.13,15.311,77.853,2.655
"292","48029131504","48029",0,4178,1280,69938,68.813,33,71.499,10.78
"293","48029131505","48029",0,5681,1673,74330,45.626,13.305,73.684,3.325
"294","48029131506","48029",0,5653,1866,63859,60.481,18.946,77.851,1.908
"295","48029131507","48029",0,5753,1792,51106,62.246,26.034,47.739,7.557
"296","48029131601","48029",0,8213,2637,107031,34.178,3.127,89.03,9.014
"297","48029131606","48029",0,9226,2716,94375,55.69,13.45,76.28,4.834
"298","48029131608","48029",0,7401,2529,61195,40.332,4.591,53.688,4.822
"299","48029131609","48029",0,7863,3255,73583,39.959,4.655,81.739,4.78
"300","48029131610","48029",0,4913,1518,73786,59.597,13.415,65.757,2.104
"301","48029131612","48029",0,2225,715,87007,43.416,8.734,75.68,6.474
"302","48029131614","48029",0,5029,1568,62927,41.46,8.621,83.611,8.557
"303","48029131615","48029",0,12992,4365,67445,50.693,10.336,69.695,4.137
"304","48029131616","48029",0,7138,2411,77060,50.813,18.04,68.827,5.512
"305","48029131700","48029",0,1195,319,127625,19.833,0,100,5.954
"306","48029131801","48029",0,3039,1094,103214,27.706,5.094,75.81,2.554
"307","48029131802","48029",0,7734,2800,76711,44.776,13.256,83.812,2.534
"308","48029140100","48029",0,1352,489,63179,79.068,19.457,61.937,8.229
"309","48029140200","48029",0,2240,847,34095,83.393,29.382,67.057,2.985
"310","48029140300","48029",0,3155,1007,49191,95.024,36.406,50.43,1.849
"311","48029140400","48029",0,3151,1196,67650,86.48,16.515,65.989,4.752
"312","48029140500","48029",0,3672,1351,57304,85.866,21.6,30.673,3.817
"313","48029140600","48029",0,2707,844,57778,89.472,30.497,57.107,4.484
"314","48029140700","48029",0,4665,1801,43765,74.126,19.857,74.646,11.33
"315","48029140800","48029",0,5196,1638,50995,93.841,38.624,40.576,5.79
"316","48029140900","48029",0,1697,747,40281,78.374,30.64,62.019,5.106
"317","48029141000","48029",0,3422,1337,34973,84.687,36.743,28.487,7.016
"318","48029141101","48029",0,3794,1587,27253,68.766,16.53,71.897,1.182
"319","48029141102","48029",0,3972,1541,28990,88.847,9.309,62.172,9.325
"320","48029141200","48029",0,6973,2419,41382,92.801,27.664,42.886,3.523
"321","48029141300","48029",0,6494,2651,37817,64.413,27.906,50.733,4.157
"322","48029141402","48029",0,5499,1900,70893,68.867,8.872,71.715,6.579
"323","48029141403","48029",0,4466,1950,47121,75.616,17.412,65.062,6.26
"324","48029141404","48029",0,4496,1661,42102,77.091,19.223,63.397,1.695
"325","48029141600","48029",0,4997,1432,80112,95.097,16.087,74.762,5.418
"326","48029141700","48029",0,6855,2043,75212,61.123,10.546,72.874,3.671
"327","48029141800","48029",0,4788,1524,55083,71.366,27.47,71.788,10.206
"328","48029141900","48029",0,5875,1996,82031,48.545,19.023,77.281,3.056
"329","48029150100","48029",0,5141,2092,65909,80.899,21.716,43.563,6.559
"330","48029150300","48029",0,3409,1206,36136,85.597,32.65,59.393,6.076
"331","48029150400","48029",0,4212,1570,37478,93.21,33.181,65.182,3.175
"332","48029150501","48029",0,4042,1339,46069,97.081,26.925,50.888,6.52
"333","48029150502","48029",0,3312,1124,52528,96.83,37.951,48.936,1.59
"334","48029150600","48029",0,4388,1453,53445,87.101,32.689,48.934,4.036
"335","48029150700","48029",0,5459,1954,34488,97.93,31.451,49.92,5.017
"336","48029150800","48029",0,2868,999,20908,89.958,42.494,64.996,7.299
"337","48029150900","48029",0,6972,2459,41281,80.422,33.159,60.897,5.68
"338","48029151000","48029",0,3391,1139,42036,93.542,30.498,51.88,4.313
"339","48029151100","48029",0,6651,2030,51974,91.716,33.789,73.656,3.032
"340","48029151200","48029",0,11282,3615,56838,93.148,21.795,53.708,7.257
"341","48029151301","48029",0,5299,1729,48711,91.149,35.677,39.378,2.812
"342","48029151302","48029",0,3216,1004,47031,90.205,30.857,56.88,4.69
"343","48029151400","48029",0,4567,1405,68101,91.395,30.377,52.331,13.583
"344","48029151500","48029",0,2283,828,41955,80.158,29.198,45.301,5.813
"345","48029151600","48029",0,7928,2598,56136,87.311,25.08,75.75,3.695
"346","48029151700","48029",0,7206,2248,59167,91.049,29.923,77.262,7.172
"347","48029151900","48029",0,8713,2844,70338,85.631,10.57,60.426,7.609
"348","48029152000","48029",0,3032,847,61917,83.146,33.586,64.367,6.733
"349","48029152100","48029",0,6549,1797,74797,79.325,23.509,47.214,8.533
"350","48029152201","48029",0,8279,2937,41466,86.967,29.348,54.945,4.634
"351","48029152202","48029",0,6459,2328,54176,76.188,20.208,65.856,8.916
"352","48029160100","48029",0,6949,2416,25408,99.741,41.029,40.717,6.851
"353","48029160200","48029",0,2806,1012,39038,98.076,16.452,35.308,2.6
"354","48029160300","48029",0,5795,2146,57797,90.285,18.489,50.508,15.449
"355","48029160400","48029",0,4770,1603,39125,96.981,36.427,56.035,6.499
"356","48029160501","48029",0,4922,1225,18338,86.124,35.181,48.6,31.107
"357","48029160502","48029",0,4056,1255,46287,92.801,30.787,48.718,5.013
"358","48029160600","48029",0,4632,1550,41694,96.351,40.067,51.667,10.902
"359","48029160701","48029",0,4081,1120,45238,97.844,42.047,52.057,4.849
"360","48029160702","48029",0,5083,1862,29008,84.045,34.703,51.346,6.837
"361","48029160901","48029",0,2777,913,48594,95.211,37.842,48.978,13.218
"362","48029160902","48029",0,4620,1400,45195,93.831,34.682,23.379,7.053
"363","48029161000","48029",0,4329,1155,35032,92.331,36.432,53.544,11.503
"364","48029161100","48029",0,8553,2789,59099,92.33,34.551,52.579,4.631
"365","48029161200","48029",0,4228,1187,41506,80.061,29.597,42.821,4.84
"366","48029161302","48029",0,5716,1456,49660,93.912,47.397,42.015,5.437
"367","48029161303","48029",0,4558,1160,46750,92.058,38.62,40.911,9.944
"368","48029161304","48029",0,4626,1372,45417,95.201,35.096,57.758,15.289
"369","48029161400","48029",0,7834,476,73750,14.909,5.815,60.501,1.669
