"","GEOID","county_ID","coastal","total_population","hhs_total","median_hh_income","pct_hisp","pct_less_HS","pct_health_coverage","pct_unemployed"
"42","48029161503","48029",0,3989,1117,38680,86.212,23.091,85.09,13.177
"43","48029161801","48029",0,3811,1267,58860,66.203,20.413,93.868,6.307
"44","48029161802","48029",0,6919,1779,37220,71.152,25.665,87.589,5.35
"45","48029161901","48029",0,1343,380,45968,73.641,23.326,82.415,12.388
"46","48029161902","48029",0,8707,2025,52228,75.916,31.383,92.845,9.897
"47","48453001839","48453",0,6283,2855,58655,22.457,8.521,96.258,9.557
"48","48453002307","48453",0,5556,2493,32891,54.482,26.801,83.181,11.597
"49","48453002310","48453",0,2879,905,24776,79.68,56.184,92.312,13.909
"50","48453001741","48453",0,3725,1559,83342,21.128,3.34,93.816,8.769
"51","48453002112","48453",0,5101,1743,36003,46.481,35.152,89.814,7.092
"52","48453002106","48453",0,3343,1136,55590,37.99,26.435,95.212,5.927
"53","48453002316","48453",0,5766,2174,25654,76.76,49.357,78.091,9.938
"54","48453001804","48453",0,5946,2473,33223,55.651,26.843,91.816,6.656
"55","48453001834","48453",0,8084,3616,55649,30.332,8.141,93.787,5.489
"56","48085031625","48085",0,4208,1751,92113,5.822,2.438,96.315,6.317
"57","48085031633","48085",0,3644,1399,80938,13.886,4.431,95.388,8.277
"58","48085031636","48085",0,6433,2504,82165,9.187,3.719,92.957,4.885
"59","48085032008","48085",0,3799,1439,73125,28.192,13.25,93.043,7.592
"60","48085031505","48085",0,8058,2678,127755,3.413,1.815,96.917,2.705
"61","48085031611","48085",0,3601,1312,64850,19.217,10.088,95.621,11.133
"62","48085031621","48085",0,5509,2519,79055,4.992,1.703,95.198,3.619
"63","48085031629","48085",0,3406,1153,56506,23.928,10.747,92.382,4.13
"64","48085031631","48085",0,4690,1806,67225,13.497,5.587,94.929,6.972
"65","48085031643","48085",0,4232,1832,63261,16.115,4.647,95.047,6.992
"66","48085031645","48085",0,2057,659,194886,4.521,0,96.021,3.578
"67","48085031647","48085",0,3448,1471,76696,10.093,2.52,97.492,0.602
"68","48085032003","48085",0,5652,2080,43210,51.097,38.375,94.325,8.862
"69","48439103702","48439",0,3216,879,24652,53.638,43.943,91.802,21.257
"70","48085030516","48085",0,5119,1723,76172,20.082,6.875,98.172,1.62
"71","48085030517","48085",0,5759,1890,108125,9.463,0.06,98.862,0.613
"72","48085030520","48085",0,4378,1429,85566,17.085,4.238,97.813,8.24
"73","48085030521","48085",0,3155,903,113375,27.385,5.35,98.438,10.277
"74","48085030522","48085",0,3983,1201,97601,19.809,4.543,98.463,1.934
"75","48085030523","48085",0,7842,2523,96250,12.943,8.326,97.355,5.489
"76","48085030524","48085",0,2212,762,90833,16.682,1.081,98.278,13.985
"77","48085030525","48085",0,6424,2027,125063,7.301,1.315,94.983,6.037
"78","48085030526","48085",0,7568,2486,100776,7.862,1.005,97.419,2.898
"79","48085030527","48085",0,3888,1156,93409,18.699,3.97,92.849,1.687
"80","48027021303","48027",0,5996,2322,56090,16.511,7.571,94.284,8.728
"81","48027021901","48027",0,3401,1207,51992,24.699,10.225,90.093,7.684
"82","48027022600","48027",0,4019,1653,24704,36.601,25.798,79.626,13.099
"83","48027023402","48027",0,4167,1367,55224,20.038,14.217,93.552,3.746
"84","48027021601","48027",0,5226,1563,42180,46.383,33.258,94.599,2.942
"85","48027022101","48027",0,4315,1632,36186,19.258,12.768,81.514,17.173
"86","48027023000","48027",0,6773,2602,54260,25.69,8.092,80.041,8.707
"87","48061011302","48061",1,4176,1507,67146,55.987,8.561,96.448,2.443
"88","48061011700","48061",1,6821,1822,24286,96.423,50.412,90.593,14.655
"89","48061012304","48061",1,4869,1620,33125,77.572,37.574,96.178,6.471
"90","48061012401","48061",1,6277,1720,35000,90.919,31.763,91.778,7.102
"91","48061012608","48061",1,4300,1218,30486,87.791,27.442,93.379,8.059
"92","48061013203","48061",1,2046,582,18200,95.797,64.046,96.555,9.159
"93","48029162003","48029",0,5313,1727,42394,71.843,25.217,92.992,12.334
"94","48029162004","48029",0,4023,1166,36935,80.313,43.103,92.432,10.999
"95","48029171301","48029",0,2702,872,25786,98.298,50.454,89.277,5.592
"96","48029171302","48029",0,4276,1110,29239,76.801,31.279,88.379,2.698
"97","48303000603","48303",0,2278,1172,5198,11.326,7.067,95.73,15.356
"98","48303000605","48303",0,767,222,14571,20.6,36.585,85.202,6.92
"99","48303001502","48303",0,2205,886,47446,13.787,5.357,95.094,1.242
"100","48303001602","48303",0,3510,1287,29677,30.427,16.782,90.578,7.735
"101","48303002102","48303",0,2712,1215,53137,29.794,11.065,89.474,5.055
"102","48303000403","48303",0,3727,1501,63750,18.514,5.551,88.541,4.587
"103","48303001200","48303",0,2324,880,25797,22.935,19.482,86.256,6.54
"104","48303001803","48303",0,5594,2474,41860,29.353,7.857,91.384,2.816
"105","48303001903","48303",0,5156,2279,60440,10.182,6.864,89.032,1.281
"106","48303002300","48303",0,4479,1552,34359,61.666,23.294,87.916,7.786
"107","48303010101","48303",0,1652,543,62399,10.291,9.286,89.203,2.692
"108","48303010402","48303",0,1844,736,32500,36.226,20.982,93.169,8.268
"109","48303000202","48303",0,2059,852,25043,86.595,49.081,92.849,6.681
"110","48303010301","48303",0,3632,1174,53261,16.713,15.903,91.713,10.16
"111","48303001705","48303",0,6470,2851,57466,8.238,3.892,91.048,4.847
"112","48303001901","48303",0,4469,1759,43087,29.291,10.992,91.089,7.734
"113","48303002500","48303",0,2374,905,32163,63.648,37.236,93.337,4.918
"114","48303001300","48303",0,3668,1181,22635,78.844,47.759,87.981,13.642
"115","48237950100","48237",0,2835,673,38563,14.356,20.527,95.595,3.009
"116","48237950300","48237",0,3329,1229,43446,19.405,21.992,93.381,6.246
"117","48027021302","48027",0,3381,1446,59624,4.88,3.852,90.31,5.628
"118","48027021602","48027",0,2437,495,17596,16.249,14.07,98.897,9.595
"119","48029140800","48029",0,4936,1586,34839,86.041,29.752,87.845,13.744
"120","48029150502","48029",0,4329,1090,31970,96.558,46.005,88.998,8.472
"121","48029150700","48029",0,6312,1920,24567,91.477,46.097,86.774,9.259
"122","48029160100","48029",0,5719,1723,25237,99.388,52.932,84.849,16.372
"123","48029170500","48029",0,4527,1598,28750,90.656,44.125,92.562,12.536
"124","48029180504","48029",0,4402,1315,29413,87.892,34.66,89.677,12.018
"125","48029120502","48029",0,5010,1823,39134,54.77,15.702,87.99,10.813
"126","48029120701","48029",0,5039,2012,32754,54.793,17.265,93.033,9.363
"127","48029121504","48029",0,6907,2854,50000,36.991,9.141,91.064,7.219
"128","48029150300","48029",0,4320,1387,22374,88.032,43.049,91.566,12.232
"129","48029160200","48029",0,2817,917,36875,97.018,34.504,84.427,12.568
"130","48453001745","48453",0,2540,1079,89427,9.803,2.21,91.922,10.385
"131","48453001747","48453",0,5376,2026,57361,35.807,12.183,87.995,7.455
"132","48453001748","48453",0,5545,2125,78783,29.288,5.053,94.374,5.628
"133","48453001750","48453",0,4919,2514,60395,26.286,8.132,98.701,4.428
"134","48453001812","48453",0,7332,2917,26244,68.958,48.986,89.195,15.501
"135","48453001822","48453",0,7121,2267,32002,64.766,41.225,91.68,15.013
"136","48453001849","48453",0,5639,3308,53986,16.936,6.819,91.147,4.282
"137","48453000203","48453",0,1541,737,44083,13.433,8.059,98.045,3.215
"138","48453000802","48453",0,3397,1166,23023,43.744,31.036,73.85,19.562
"139","48453001740","48453",0,4370,1701,76906,25.904,2.934,89.954,2.22
"140","48061013205","48061",1,3734,979,24358,97.322,46.393,93.132,13.72
"141","48061014001","48061",1,1967,777,14632,87.138,56.289,95.844,17.555
"142","48061014100","48061",1,11820,2827,25270,97.107,55.923,94.258,10.957
"143","48061012700","48061",1,5628,1365,33149,90.494,45.312,92.938,10.14
"144","48029171903","48029",0,6746,2197,41171,80.537,28.674,90.814,12.174
"145","48029180202","48029",0,5379,2285,35457,83.324,19.475,84.284,16.579
"146","48029180501","48029",0,4527,1886,24524,81.29,36.166,90.117,4.487
"147","48029180800","48029",0,2652,1245,25346,65.988,25.18,86.69,21.16
"148","48029170800","48029",0,1448,544,15300,98.412,66.328,93.433,17.975
"149","48029110600","48029",0,7808,1238,16820,78.356,47.424,86.508,22.304
"150","48029110800","48029",0,1650,795,22964,68.848,17.606,91.441,6.082
"151","48029120800","48029",0,6843,2689,77244,24.156,1.489,90.55,2.842
"152","48029121111","48029",0,6772,2443,57819,43.473,12.98,87.313,2.319
"153","48419950400","48419",0,6410,2278,27231,27.941,37.032,96.186,6.436
"154","48419950500","48419",0,3080,1116,44507,12.63,14.447,87.64,5.138
"155","48029120400","48029",0,5875,2336,120909,17.294,2.59,90.511,1.511
"156","48001950401","48001",0,6773,73,39554,27.063,33.725,95.722,13.69
"157","48001950402","48001",0,3192,77,64420,24.217,38.245,80.995,0
"158","48001950901","48001",0,5939,1851,47872,19.229,20.009,95.913,1.876
"159","48001950902","48001",0,5207,1946,42903,15.402,17.893,88.873,2.589
"160","48001951100","48001",0,5513,1851,42201,8.416,14.98,96.886,10.783
"161","48005000101","48005",0,5954,1983,42478,14.192,21.844,87.195,2.797
"162","48005000301","48005",0,5381,1928,56645,15.871,14.61,92.518,8.148
"163","48005000302","48005",0,4656,1605,44351,13.574,15.82,89.228,4.017
"164","48005000102","48005",0,4768,1630,49140,16.422,12.934,93.878,5.774
"165","48121020506","48121",0,1745,751,68484,18.052,13.007,93.064,2.454
"166","48121021201","48121",0,5565,2361,30730,23.792,11.349,90.505,9.524
"167","48121021202","48121",0,4996,1018,36194,35.388,32.223,93.638,14.769
"168","48121021303","48121",0,6635,2035,70593,12.298,5.239,90.446,3.771
"169","48121021304","48121",0,5745,2277,52546,28.268,15.134,94.259,4.526
"170","48121021305","48121",0,3795,1487,77784,9.46,5.773,96.935,4.321
"171","48121021404","48121",0,8303,2864,97054,8.009,3.84,93.336,5.832
"172","48121021405","48121",0,9609,3047,70020,36.06,15.567,93.654,6.756
"173","48121021406","48121",0,6859,2089,94225,19.186,4.864,93.347,6.733
"174","48121021407","48121",0,6776,1947,77875,23.819,12.689,95.005,11.419
"175","48121021409","48121",0,7875,2766,84495,9.6,6.804,95.473,9.782
"176","48121021515","48121",0,5801,2134,94265,23.048,9.912,95.402,3.591
"177","48121021408","48121",0,5976,2203,86528,13.906,1.823,94.234,4.718
"178","48121021512","48121",0,4645,1448,131890,3.165,1.246,94.951,4.733
"179","48121021513","48121",0,3556,1315,119867,7.283,0.829,96.306,5.225
"180","48121021514","48121",0,4111,1380,123232,6.227,1.923,91.491,7.003
"181","48121021516","48121",0,6633,2366,81378,24.152,6.205,94.063,7.286
"182","48121021517","48121",0,2188,931,57342,10.969,6.434,100,7.809
"183","48121021518","48121",0,3316,1057,112336,4.192,2.642,91.583,10.196
"184","48121021519","48121",0,11692,4300,76057,14.814,5.076,92.06,4.622
"185","48121021520","48121",0,3726,1226,60000,18.68,4.738,89.483,6.941
"186","48121021521","48121",0,4423,1492,76087,22.406,6.756,91.614,5.504
"187","48121021522","48121",0,869,297,130893,9.781,0,93.19,14.286
"188","48121021523","48121",0,3710,1141,70139,37.008,11.247,97.314,9.421
"189","48121021524","48121",0,1618,568,110714,8.653,0,90.472,5.871
"190","48121021525","48121",0,7774,2461,132168,11.423,4.546,96.095,4.171
"191","48121021526","48121",0,5997,1892,121346,7.12,2.471,94.72,2.781
"192","48121021527","48121",0,5949,1597,135684,5.278,2.584,96.546,7.513
"193","48121021618","48121",0,4145,1372,53547,46.152,32.528,95.246,6.257
"194","48121021619","48121",0,3000,990,41951,63.533,45.367,95.624,9.568
"195","48121021620","48121",0,1547,799,51322,10.73,9.539,90.665,7.143
"196","48121021621","48121",0,3902,1364,122297,10.764,3.559,95.264,6.993
"197","48121021622","48121",0,5593,1808,117074,7.974,11.255,96.603,2.894
"198","48121021623","48121",0,5733,2010,73000,8.878,4.984,95.374,4.309
"199","48121021624","48121",0,8012,2639,68097,24.788,13.233,98.57,5.465
"200","48121021625","48121",0,3542,1255,108542,3.868,2.576,91.615,5.95
"201","48121021626","48121",0,2037,691,180110,2.258,0,96.532,5.697
"202","48135001700","48135",0,5791,2380,64009,36.09,14.073,77.933,4.776
"203","48135002400","48135",0,4829,1782,74706,23.669,11.708,96.263,3.416
"204","48135002501","48135",0,3581,1233,66996,46.914,10.087,98.315,3.663
"205","48135000800","48135",0,3635,1196,55758,52.242,25.991,82.665,2.634
"206","48135002300","48135",0,3424,1753,48125,25.117,8.053,88.438,4.683
"207","48135002502","48135",0,6313,2299,67218,16.759,10.93,93.076,2.56
"208","48135002700","48135",0,9708,3101,54042,48.496,32.695,94.064,7.853
"209","48257050201","48257",0,5939,2103,88295,14.548,6.144,94.841,4.337
"210","48257050300","48257",0,3656,1307,39541,33.671,26.499,85.038,12.791
"211","48257050800","48257",0,9387,3243,68393,5.54,14.621,94.899,6.688
"212","48257050400","48257",0,7631,2291,52344,41.58,33.283,96.371,9.551
"213","48257050500","48257",0,4921,1782,25861,17.883,30.903,90.463,18.342
"214","48257051000","48257",0,1713,487,33381,47.986,41.956,96.995,9.71
"215","48257051100","48257",0,4551,1612,42128,35.201,27.37,91.6,8.058
"216","48257051300","48257",0,9510,3430,47574,7.592,22.881,92.58,12.72
"217","48257050600","48257",0,6652,2462,54682,8.043,15.198,91.169,11.337
"218","48257050701","48257",0,4788,1652,67730,17.711,10.562,91.063,7.519
"219","48039662900","48039",1,4561,1723,49788,18.132,15.867,94.109,7.685
"220","48345950100","48345",0,1153,457,35313,11.969,12.306,89.908,8.333
"221","48129950200","48129",0,1885,671,37011,8.064,16.801,91.322,1.52
"222","48129950300","48129",0,1767,677,47250,9.338,16.654,89.755,3.309
"223","48013960500","48013",0,2511,901,39107,79.331,35.688,77.977,4.839
"224","48013960600","48013",0,5699,2091,49069,46.394,19.914,93.27,7.788
"225","48013960201","48013",0,6765,2171,46651,62.084,25.94,92.077,8.698
"226","48013960300","48013",0,3592,1110,38302,88.725,32.1,83.768,9.159
"227","48013960402","48013",0,7623,2541,54421,48.564,17.763,86.066,7.785
"228","48013960100","48013",0,6186,2395,48554,54.494,23.96,90.205,18.131
"229","48013960401","48013",0,2340,783,36929,80.598,46.321,88.751,14.343
"230","48013960202","48013",0,10375,3003,42608,67.084,28.909,86.976,9.491
"231","48083950300","48083",0,4648,1767,22182,20.912,19.177,89.143,9.085
"232","48083950700","48083",0,2868,1133,36949,11.471,19.705,91.453,3.122
"233","48083950600","48083",0,1301,611,46213,11.376,17.993,92.617,1.616
"234","48353950500","48353",0,2631,1023,46858,25.086,21.308,93.075,4.955
"235","48353950200","48353",0,4175,1581,42408,28.671,14.476,90.08,6.193
"236","48353950100","48353",0,1981,686,50761,12.418,11.538,94.723,4.141
"237","48353950300","48353",0,1930,813,24362,41.917,35.886,91.245,7.361
"238","48353950400","48353",0,4387,1606,31520,50.239,30.749,89.607,11.626
"239","48475950100","48475",0,4211,1602,41438,41.107,29.341,95.149,4.895
"240","48475950200","48475",0,4040,1368,41316,49.381,22.169,89.63,5.942
"241","48475950300","48475",0,2454,964,36735,58.272,38.092,91.667,3.592
"242","48259970100","48259",0,6098,2271,52076,30.895,17.166,92.605,6.094
"243","48259970500","48259",0,5138,2208,44239,25.399,13.322,87.296,4.51
"244","48035950600","48035",0,1693,767,37371,1.772,17.172,91.002,7.43
"245","48035950300","48035",0,1760,757,48878,7.33,16.385,90.675,12.392
"246","48035950100","48035",0,4077,1583,42577,17.243,20.965,86.143,11.49
"247","48035950500","48035",0,2922,887,33869,32.067,28.745,94.82,11.454
"248","48035950700","48035",0,2429,883,38224,15.521,20.503,97.117,12.374
"249","48035950400","48035",0,3715,1490,64821,8.56,9.357,94.706,5.635
"250","48035950200","48035",0,1518,516,32250,27.931,29.538,96.552,9.171
"251","48153950500","48153",0,2603,1013,45579,52.555,25.766,91.394,2.734
"252","48153950600","48153",0,3836,1585,32212,54.067,27.495,89.802,4.907
"253","48029160600","48029",0,5305,1360,26864,98.435,41.278,95.713,12.791
"254","48029141900","48029",0,6091,1889,62183,40.289,17.895,90.607,9.538
"255","48439104504","48439",0,2879,974,21854,81,61.589,96.656,16.301
"256","48439104605","48439",0,3982,1393,35759,36.062,29.822,91.724,10.264
"257","48439105502","48439",0,5822,2085,61835,20.543,12.141,90.688,13.711
"258","48439105505","48439",0,4690,2223,38523,23.945,16.252,91.117,3.209
"259","48439105510","48439",0,7732,2910,53720,20.512,5,86.601,10.058
"260","48439106509","48439",0,4364,1800,51266,16.04,9.915,88.667,9.03
"261","48439110703","48439",0,4846,1708,50328,28.725,20.294,88.619,4.495
"262","48439111506","48439",0,6046,2641,51840,5.954,9.212,89.905,5.964
"263","48439111521","48439",0,8087,2675,41564,39.322,22.071,88.911,10.553
"264","48439111523","48439",0,9216,2898,34296,29.557,19.797,89.2,9.823
"265","48439111524","48439",0,7646,2484,47121,40.335,23.171,90.569,10.727
"266","48439105703","48439",0,3268,1396,48476,36.261,6.235,90.673,12.081
"267","48439105507","48439",0,6794,3081,86322,4.843,1.23,95.39,5.867
"268","48439106004","48439",0,5217,1550,45340,27.851,27.58,90.944,11.964
"269","48439106202","48439",0,4503,1335,21430,19.476,38.156,92.836,19.871
"270","48439106515","48439",0,3782,1760,36458,14.146,15.091,90.139,9.991
"271","48439100202","48439",0,5446,1427,30122,93.408,71.63,96.557,11.913
"272","48439100601","48439",0,2028,950,50431,4.536,8.084,79.571,5.872
"273","48439101402","48439",0,3534,1197,28438,63.667,44.518,87.645,22.271
"274","48439102201","48439",0,3451,1567,58016,23.414,7.648,91.724,6.183
"275","48439102202","48439",0,2608,1441,69702,2.799,1.691,95.652,1.284
"276","48439102301","48439",0,2869,1145,26996,42.314,36.696,88.073,13.865
"277","48439102401","48439",0,4041,1973,46566,16.011,14.08,96.502,7.096
"278","48439106513","48439",0,3063,1128,47706,8.456,16.746,89.807,8.845
"279","48439110302","48439",0,5617,1652,33311,56.4,50.711,93.833,9.538
"280","48439111202","48439",0,6104,1874,40896,40.973,25.767,92.525,11.703
"281","48085030100","48085",0,6316,2186,56848,7.806,16.455,95.114,8.98
"282","48085031612","48085",0,6557,2235,94306,13.039,1.582,93.395,5.798
"283","48085031637","48085",0,6998,2308,149265,5.059,1.161,93.897,5.489
"284","48085031649","48085",0,4636,1911,124735,3.214,1.805,96.412,6.605
"285","48085032004","48085",0,8199,2404,48049,45.079,23.793,93.98,4.364
"286","48085031627","48085",0,5047,1813,88948,14.781,3.96,92.054,5.241
"287","48085031639","48085",0,5898,2149,97639,7.816,2.536,96.642,6.064
"288","48085031642","48085",0,4650,1624,108800,1.849,1.85,96.076,5.811
"289","48085031646","48085",0,5458,1870,139792,5.9,0.514,96.984,3.119
"290","48085031804","48085",0,3830,1589,46297,8.877,3.568,94.758,11.374
"291","48201451002","48201",1,4927,2191,41015,22.285,10.867,87.33,7.318
"292","48201451401","48201",1,3201,1564,65069,12.871,3.593,91.187,6.663
"293","48201451402","48201",1,4898,2497,35959,21.846,7.168,95.452,4.313
"294","48201451403","48201",1,4186,1952,50031,16.197,1.042,94.609,8.016
"295","48201451601","48201",1,6112,2501,106250,8.197,3.348,95.997,5.077
"296","48201451602","48201",1,6783,2648,105105,19.785,4.933,98.201,4.119
"297","48201451901","48201",1,7296,2955,41357,34.622,12.351,88.376,9.675
"298","48201451902","48201",1,2885,880,108654,4.818,4.891,99.479,6.739
"299","48201452201","48201",1,4270,2478,35452,20.632,7.684,72.81,9.061
"300","48201411400","48201",1,2728,1222,166250,2.786,2.801,89.909,2.279
"301","48201420500","48201",1,3102,1005,21821,69.052,65.361,92.739,13.895
"302","48201220400","48201",1,4781,1278,27500,95.629,48.384,86.964,14.216
"303","48201332900","48201",1,5208,1386,42692,85.983,53.812,88.293,10.394
"304","48201410300","48201",1,2125,1365,74821,13.459,7.196,92.537,1.805
"305","48201430400","48201",1,3158,1120,233636,6.65,2.539,91.512,1.369
"306","48201433400","48201",1,4396,1565,31250,53.594,33.042,90.636,13.686
"307","48201452300","48201",1,2533,742,45238,45.638,28.178,90.115,11.424
"308","48201241300","48201",1,11311,3802,82758,19.662,6.728,90.472,5.959
"309","48201253000","48201",1,3339,1192,56638,25.247,19.456,90.869,18.81
"310","48251130302","48251",0,5436,2013,39494,17.053,25.253,92.349,11.531
"311","48251130407","48251",0,7780,2260,54351,45.591,30.273,95.033,9.622
"312","48251130207","48251",0,6304,2355,75710,10.93,6.246,94.342,4.676
"313","48251130500","48251",0,6907,2544,60229,9.411,18.148,96.108,6.53
"314","48251130900","48251",0,3118,966,37188,34.958,40.528,92.896,13.852
"315","48251131100","48251",0,5088,1921,40887,24.528,19.717,91.166,10.202
"316","48251130800","48251",0,4253,1237,33906,37.244,35.768,83.723,9.365
"317","48251131000","48251",0,4967,1840,66653,8.033,7.839,91.553,3.497
"318","48251130410","48251",0,7252,2276,50674,24.862,23.132,96.211,12.967
"319","48221160100","48221",0,4389,1691,37297,12.577,16.773,88.325,6.119
"320","48223950600","48223",0,4016,1536,41260,10.309,19.607,93.117,16.746
"321","48223950700","48223",0,4394,1690,45274,13.974,18.938,93.607,6.721
"322","48223950100","48223",0,3303,1110,50163,12.807,19.061,87.885,4.987
"323","48223950200","48223",0,4430,1704,49457,7.336,14.928,92.76,5.186
"324","48223950800","48223",0,2325,963,48087,19.14,21.649,94.232,6.801
"325","48223950300","48223",0,5770,2017,54349,22.357,21.008,91.689,5.39
"326","48223950500","48223",0,3302,1269,29573,16.263,30.46,86.417,10.908
"327","48357950100","48357",0,1483,562,68289,29.13,23.041,97.774,5.082
"328","48357950300","48357",0,4157,1404,35064,62.593,41.004,86.234,9.091
"329","48357950400","48357",0,4674,1766,58182,42.747,24.86,88.122,6.891
"330","48269950100","48269",0,227,103,63750,8.811,7.143,98.507,3.289
"331","48275950100","48275",0,1899,765,34875,25.803,22.897,84.45,5.032
"332","48275950200","48275",0,1814,833,32457,34.564,22.121,88.889,6.426
"333","48309002501","48309",0,4707,2167,33933,27.47,15.236,88.995,3.994
"334","48309002504","48309",0,3417,1252,77843,10.536,3.583,93.772,3.596
"335","48309000800","48309",0,2930,925,33887,54.266,39.678,88.883,8.767
"336","48309001400","48309",0,7930,3003,18339,10.933,22.626,89.321,16.45
"337","48309003602","48309",0,2282,922,42857,10.692,13.209,87.217,4.869
"338","48463950100","48463",0,2680,1027,33156,51.679,24.522,86.329,12.011
"339","48463950400","48463",0,3421,1173,35018,67.641,23.535,84.367,9.117
"340","48463950500","48463",0,6349,1902,28914,86.644,41.995,86.638,14.455
"341","48463950300","48463",0,5919,1927,40410,73.408,35.542,86.253,7.568
"342","48463950200","48463",0,8065,2631,35258,59.591,26.245,84.756,10.859
"343","48483950100","48483",0,3086,1192,58676,32.307,24.964,92.145,3.743
"344","48483950300","48483",0,2328,1162,39477,14.691,10.465,91.169,5.753
"345","48037010400","48037",0,4628,1587,21812,1.966,21.841,89.84,13.578
"346","48135001000","48135",0,4630,1774,47743,56.652,23.022,94.24,6.475
"347","48135001300","48135",0,4958,1687,57604,58.814,30.218,91.137,6.367
"348","48135001600","48135",0,5871,2053,56504,42.259,25.445,82.795,6.238
"349","48135002503","48135",0,5526,2428,62000,37.242,6.687,90.338,1.726
"350","48135000300","48135",0,1914,807,36823,32.759,25.297,88.369,2.998
"351","48135000600","48135",0,5869,2030,41667,58.392,32.967,86.177,6.121
"352","48135002200","48135",0,3125,971,38464,75.808,47.349,93.041,6.408
"353","48061012800","48061",1,4624,1386,30100,97.794,42.127,96.538,10.308
"354","48061013204","48061",1,2044,569,30272,94.178,52.46,92.462,12.388
"355","48061013307","48061",1,1679,527,18302,98.749,68.73,99.406,11.265
"356","48061013902","48061",1,4250,1131,17413,98.353,57.83,95.589,12.209
"357","48061012301","48061",1,4542,1567,48601,50.506,19.233,92.542,4.085
"358","48061012508","48061",1,2889,799,39705,82.658,34.663,89.669,11.653
"359","48061012607","48061",1,2764,653,29393,99.783,47.843,91.803,20.735
"360","48061011100","48061",1,2311,811,20029,98.096,55.045,96.443,13.889
"361","48061011500","48061",1,5393,1558,31267,95.68,34.217,90.573,13.46
"362","48061010401","48061",1,5657,1642,42984,90.967,26.477,94.538,4.405
"363","48061010700","48061",1,2735,973,27205,76.307,23.569,92.194,7.472
"364","48061011000","48061",1,3206,970,17534,99.033,49.645,96.246,4.509
"365","48061011802","48061",1,4209,1031,19232,94.013,49.955,94.79,6.952
"366","48061012506","48061",1,3660,1352,59444,71.585,19.878,93.073,4.72
"367","48181000502","48181",0,1509,586,29907,26.508,20.693,91.931,15.484
